arm,group,dataset,subject,seed,protocol,token,ends_at_ms,test_acc
reader,cohort,hgd,7,2027,within,31,3968.0,94.8864
reader,cohort,hgd,7,2027,within,32,4096.0,96.0227
reader,cohort,hgd,8,2025,within,1,128.0,24.4275
reader,cohort,hgd,8,2025,within,2,256.0,24.4275
reader,cohort,hgd,8,2025,within,3,384.0,24.4275
reader,cohort,hgd,8,2025,within,4,512.0,24.4275
reader,cohort,hgd,8,2025,within,5,640.0,51.145
reader,cohort,hgd,8,2025,within,6,768.0,70.9924
reader,cohort,hgd,8,2025,within,7,896.0,74.8092
reader,cohort,hgd,8,2025,within,8,1024.0,84.7328
reader,cohort,hgd,8,2025,within,9,1152.0,83.9695
reader,cohort,hgd,8,2025,within,10,1280.0,87.7863
reader,cohort,hgd,8,2025,within,11,1408.0,87.7863
reader,cohort,hgd,8,2025,within,12,1536.0,88.5496
reader,cohort,hgd,8,2025,within,13,1664.0,90.0763
reader,cohort,hgd,8,2025,within,14,1792.0,90.0763
reader,cohort,hgd,8,2025,within,15,1920.0,90.0763
reader,cohort,hgd,8,2025,within,16,2048.0,90.0763
reader,cohort,hgd,8,2025,within,17,2176.0,92.3664
reader,cohort,hgd,8,2025,within,18,2304.0,93.1298
reader,cohort,hgd,8,2025,within,19,2432.0,93.8931
reader,cohort,hgd,8,2025,within,20,2560.0,93.1298
reader,cohort,hgd,8,2025,within,21,2688.0,93.1298
reader,cohort,hgd,8,2025,within,22,2816.0,93.8931
reader,cohort,hgd,8,2025,within,23,2944.0,93.8931
reader,cohort,hgd,8,2025,within,24,3072.0,93.1298
reader,cohort,hgd,8,2025,within,25,3200.0,93.8931
reader,cohort,hgd,8,2025,within,26,3328.0,93.1298
reader,cohort,hgd,8,2025,within,27,3456.0,93.8931
reader,cohort,hgd,8,2025,within,28,3584.0,94.6565
reader,cohort,hgd,8,2025,within,29,3712.0,93.8931
reader,cohort,hgd,8,2025,within,30,3840.0,93.8931
reader,cohort,hgd,8,2025,within,31,3968.0,93.8931
reader,cohort,hgd,8,2025,within,32,4096.0,94.6565
reader,cohort,hgd,8,2026,within,1,128.0,24.4275
reader,cohort,hgd,8,2026,within,2,256.0,24.4275
reader,cohort,hgd,8,2026,within,3,384.0,21.374
reader,cohort,hgd,8,2026,within,4,512.0,42.7481
reader,cohort,hgd,8,2026,within,5,640.0,59.542
reader,cohort,hgd,8,2026,within,6,768.0,70.229
reader,cohort,hgd,8,2026,within,7,896.0,77.8626
reader,cohort,hgd,8,2026,within,8,1024.0,80.916
reader,cohort,hgd,8,2026,within,9,1152.0,82.4427
reader,cohort,hgd,8,2026,within,10,1280.0,83.9695
reader,cohort,hgd,8,2026,within,11,1408.0,87.0229
reader,cohort,hgd,8,2026,within,12,1536.0,87.7863
reader,cohort,hgd,8,2026,within,13,1664.0,87.7863
reader,cohort,hgd,8,2026,within,14,1792.0,87.7863
reader,cohort,hgd,8,2026,within,15,1920.0,89.313
reader,cohort,hgd,8,2026,within,16,2048.0,90.8397
reader,cohort,hgd,8,2026,within,17,2176.0,92.3664
reader,cohort,hgd,8,2026,within,18,2304.0,93.8931
reader,cohort,hgd,8,2026,within,19,2432.0,94.6565
reader,cohort,hgd,8,2026,within,20,2560.0,95.4198
reader,cohort,hgd,8,2026,within,21,2688.0,93.8931
reader,cohort,hgd,8,2026,within,22,2816.0,93.8931
reader,cohort,hgd,8,2026,within,23,2944.0,94.6565
reader,cohort,hgd,8,2026,within,24,3072.0,95.4198
reader,cohort,hgd,8,2026,within,25,3200.0,94.6565
reader,cohort,hgd,8,2026,within,26,3328.0,94.6565
reader,cohort,hgd,8,2026,within,27,3456.0,94.6565
reader,cohort,hgd,8,2026,within,28,3584.0,96.1832
reader,cohort,hgd,8,2026,within,29,3712.0,94.6565
reader,cohort,hgd,8,2026,within,30,3840.0,94.6565
reader,cohort,hgd,8,2026,within,31,3968.0,94.6565
reader,cohort,hgd,8,2026,within,32,4096.0,96.1832
reader,cohort,hgd,8,2027,within,1,128.0,26.7176
reader,cohort,hgd,8,2027,within,2,256.0,23.6641
reader,cohort,hgd,8,2027,within,3,384.0,21.374
reader,cohort,hgd,8,2027,within,4,512.0,31.2977
reader,cohort,hgd,8,2027,within,5,640.0,51.9084
reader,cohort,hgd,8,2027,within,6,768.0,70.229
reader,cohort,hgd,8,2027,within,7,896.0,74.8092
reader,cohort,hgd,8,2027,within,8,1024.0,76.3359
reader,cohort,hgd,8,2027,within,9,1152.0,77.8626
reader,cohort,hgd,8,2027,within,10,1280.0,81.6794
reader,cohort,hgd,8,2027,within,11,1408.0,84.7328
reader,cohort,hgd,8,2027,within,12,1536.0,84.7328
reader,cohort,hgd,8,2027,within,13,1664.0,86.2595
reader,cohort,hgd,8,2027,within,14,1792.0,88.5496
reader,cohort,hgd,8,2027,within,15,1920.0,91.6031
reader,cohort,hgd,8,2027,within,16,2048.0,92.3664
reader,cohort,hgd,8,2027,within,17,2176.0,91.6031
reader,cohort,hgd,8,2027,within,18,2304.0,93.1298
reader,cohort,hgd,8,2027,within,19,2432.0,93.8931
reader,cohort,hgd,8,2027,within,20,2560.0,94.6565
reader,cohort,hgd,8,2027,within,21,2688.0,93.8931
reader,cohort,hgd,8,2027,within,22,2816.0,94.6565
reader,cohort,hgd,8,2027,within,23,2944.0,94.6565
reader,cohort,hgd,8,2027,within,24,3072.0,96.9466
reader,cohort,hgd,8,2027,within,25,3200.0,94.6565
reader,cohort,hgd,8,2027,within,26,3328.0,95.4198
reader,cohort,hgd,8,2027,within,27,3456.0,94.6565
reader,cohort,hgd,8,2027,within,28,3584.0,96.1832
reader,cohort,hgd,8,2027,within,29,3712.0,93.8931
reader,cohort,hgd,8,2027,within,30,3840.0,94.6565
reader,cohort,hgd,8,2027,within,31,3968.0,93.8931
reader,cohort,hgd,8,2027,within,32,4096.0,96.1832
reader,cohort,hgd,9,2025,within,1,128.0,22.1591
reader,cohort,hgd,9,2025,within,2,256.0,22.1591
reader,cohort,hgd,9,2025,within,3,384.0,22.1591
reader,cohort,hgd,9,2025,within,4,512.0,22.1591
reader,cohort,hgd,9,2025,within,5,640.0,22.1591
reader,cohort,hgd,9,2025,within,6,768.0,22.1591
reader,cohort,hgd,9,2025,within,7,896.0,28.9773
reader,cohort,hgd,9,2025,within,8,1024.0,87.5
reader,cohort,hgd,9,2025,within,9,1152.0,94.3182
reader,cohort,hgd,9,2025,within,10,1280.0,95.4545
reader,cohort,hgd,9,2025,within,11,1408.0,96.0227
reader,cohort,hgd,9,2025,within,12,1536.0,96.0227
reader,cohort,hgd,9,2025,within,13,1664.0,96.5909
reader,cohort,hgd,9,2025,within,14,1792.0,97.1591
reader,cohort,hgd,9,2025,within,15,1920.0,96.5909
reader,cohort,hgd,9,2025,within,16,2048.0,97.1591
reader,cohort,hgd,9,2025,within,17,2176.0,99.4318
reader,cohort,hgd,9,2025,within,18,2304.0,99.4318
reader,cohort,hgd,9,2025,within,19,2432.0,99.4318
reader,cohort,hgd,9,2025,within,20,2560.0,100.0
reader,cohort,hgd,9,2025,within,21,2688.0,100.0
reader,cohort,hgd,9,2025,within,22,2816.0,99.4318
reader,cohort,hgd,9,2025,within,23,2944.0,99.4318
reader,cohort,hgd,9,2025,within,24,3072.0,99.4318
reader,cohort,hgd,9,2025,within,25,3200.0,99.4318
reader,cohort,hgd,9,2025,within,26,3328.0,99.4318
reader,cohort,hgd,9,2025,within,27,3456.0,100.0
reader,cohort,hgd,9,2025,within,28,3584.0,100.0
reader,cohort,hgd,9,2025,within,29,3712.0,100.0
reader,cohort,hgd,9,2025,within,30,3840.0,100.0
reader,cohort,hgd,9,2025,within,31,3968.0,100.0
reader,cohort,hgd,9,2025,within,32,4096.0,100.0
reader,cohort,hgd,9,2026,within,1,128.0,22.1591
reader,cohort,hgd,9,2026,within,2,256.0,22.1591
reader,cohort,hgd,9,2026,within,3,384.0,22.1591
reader,cohort,hgd,9,2026,within,4,512.0,22.1591
reader,cohort,hgd,9,2026,within,5,640.0,22.1591
reader,cohort,hgd,9,2026,within,6,768.0,22.1591
reader,cohort,hgd,9,2026,within,7,896.0,50.0
reader,cohort,hgd,9,2026,within,8,1024.0,78.4091
reader,cohort,hgd,9,2026,within,9,1152.0,93.75
reader,cohort,hgd,9,2026,within,10,1280.0,94.8864
reader,cohort,hgd,9,2026,within,11,1408.0,96.0227
reader,cohort,hgd,9,2026,within,12,1536.0,95.4545
reader,cohort,hgd,9,2026,within,13,1664.0,96.0227
reader,cohort,hgd,9,2026,within,14,1792.0,97.1591
reader,cohort,hgd,9,2026,within,15,1920.0,97.1591
reader,cohort,hgd,9,2026,within,16,2048.0,97.1591
reader,cohort,hgd,9,2026,within,17,2176.0,97.7273
reader,cohort,hgd,9,2026,within,18,2304.0,98.2955
reader,cohort,hgd,9,2026,within,19,2432.0,98.8636
reader,cohort,hgd,9,2026,within,20,2560.0,98.8636
reader,cohort,hgd,9,2026,within,21,2688.0,98.8636
reader,cohort,hgd,9,2026,within,22,2816.0,98.8636
reader,cohort,hgd,9,2026,within,23,2944.0,99.4318
reader,cohort,hgd,9,2026,within,24,3072.0,99.4318
reader,cohort,hgd,9,2026,within,25,3200.0,98.8636
reader,cohort,hgd,9,2026,within,26,3328.0,99.4318
reader,cohort,hgd,9,2026,within,27,3456.0,99.4318
reader,cohort,hgd,9,2026,within,28,3584.0,99.4318
reader,cohort,hgd,9,2026,within,29,3712.0,99.4318
reader,cohort,hgd,9,2026,within,30,3840.0,99.4318
reader,cohort,hgd,9,2026,within,31,3968.0,99.4318
reader,cohort,hgd,9,2026,within,32,4096.0,98.8636
reader,cohort,hgd,9,2027,within,1,128.0,22.1591
reader,cohort,hgd,9,2027,within,2,256.0,22.1591
reader,cohort,hgd,9,2027,within,3,384.0,22.1591
reader,cohort,hgd,9,2027,within,4,512.0,22.1591
reader,cohort,hgd,9,2027,within,5,640.0,22.1591
reader,cohort,hgd,9,2027,within,6,768.0,22.7273
reader,cohort,hgd,9,2027,within,7,896.0,34.6591
reader,cohort,hgd,9,2027,within,8,1024.0,77.8409
reader,cohort,hgd,9,2027,within,9,1152.0,93.1818
reader,cohort,hgd,9,2027,within,10,1280.0,93.1818
reader,cohort,hgd,9,2027,within,11,1408.0,94.3182
reader,cohort,hgd,9,2027,within,12,1536.0,94.3182
reader,cohort,hgd,9,2027,within,13,1664.0,96.0227
reader,cohort,hgd,9,2027,within,14,1792.0,96.5909
reader,cohort,hgd,9,2027,within,15,1920.0,97.1591
reader,cohort,hgd,9,2027,within,16,2048.0,97.1591
reader,cohort,hgd,9,2027,within,17,2176.0,98.8636
reader,cohort,hgd,9,2027,within,18,2304.0,98.8636
reader,cohort,hgd,9,2027,within,19,2432.0,98.8636
reader,cohort,hgd,9,2027,within,20,2560.0,99.4318
reader,cohort,hgd,9,2027,within,21,2688.0,99.4318
reader,cohort,hgd,9,2027,within,22,2816.0,99.4318
reader,cohort,hgd,9,2027,within,23,2944.0,98.8636
reader,cohort,hgd,9,2027,within,24,3072.0,98.8636
reader,cohort,hgd,9,2027,within,25,3200.0,98.8636
reader,cohort,hgd,9,2027,within,26,3328.0,99.4318
reader,cohort,hgd,9,2027,within,27,3456.0,98.8636
reader,cohort,hgd,9,2027,within,28,3584.0,99.4318
reader,cohort,hgd,9,2027,within,29,3712.0,99.4318
reader,cohort,hgd,9,2027,within,30,3840.0,99.4318
reader,cohort,hgd,9,2027,within,31,3968.0,99.4318
reader,cohort,hgd,9,2027,within,32,4096.0,99.4318
reader,cohort,sdssvep,10,2025,within,1,15.625,6.6667
reader,cohort,sdssvep,10,2025,within,2,31.25,8.3333
reader,cohort,sdssvep,10,2025,within,3,46.875,6.6667
reader,cohort,sdssvep,10,2025,within,4,62.5,10.0
reader,cohort,sdssvep,10,2025,within,5,78.125,10.0
reader,cohort,sdssvep,10,2025,within,6,93.75,5.0
reader,cohort,sdssvep,10,2025,within,7,109.375,3.3333
reader,cohort,sdssvep,10,2025,within,8,125.0,11.6667
reader,cohort,sdssvep,10,2025,within,9,140.625,11.6667
reader,cohort,sdssvep,10,2025,within,10,156.25,10.0
reader,cohort,sdssvep,10,2025,within,11,171.875,5.0
reader,cohort,sdssvep,10,2025,within,12,187.5,10.0
reader,cohort,sdssvep,10,2025,within,13,203.125,15.0
reader,cohort,sdssvep,10,2025,within,14,218.75,13.3333
reader,cohort,sdssvep,10,2025,within,15,234.375,6.6667
reader,cohort,sdssvep,10,2025,within,16,250.0,6.6667
reader,cohort,sdssvep,10,2025,within,17,265.625,18.3333
reader,cohort,sdssvep,10,2025,within,18,281.25,15.0
reader,cohort,sdssvep,10,2025,within,19,296.875,8.3333
reader,cohort,sdssvep,10,2025,within,20,312.5,11.6667
reader,cohort,sdssvep,10,2025,within,21,328.125,15.0
reader,cohort,sdssvep,10,2025,within,22,343.75,28.3333
reader,cohort,sdssvep,10,2025,within,23,359.375,28.3333
reader,cohort,sdssvep,10,2025,within,24,375.0,26.6667
reader,cohort,sdssvep,10,2025,within,25,390.625,16.6667
reader,cohort,sdssvep,10,2025,within,26,406.25,28.3333
reader,cohort,sdssvep,10,2025,within,27,421.875,38.3333
reader,cohort,sdssvep,10,2025,within,28,437.5,41.6667
reader,cohort,sdssvep,10,2025,within,29,453.125,31.6667
reader,cohort,sdssvep,10,2025,within,30,468.75,35.0
reader,cohort,sdssvep,10,2025,within,31,484.375,36.6667
reader,cohort,sdssvep,10,2025,within,32,500.0,45.0
reader,cohort,sdssvep,10,2025,within,33,515.625,38.3333
reader,cohort,sdssvep,10,2025,within,34,531.25,38.3333
reader,cohort,sdssvep,10,2025,within,35,546.875,31.6667
reader,cohort,sdssvep,10,2025,within,36,562.5,41.6667
reader,cohort,sdssvep,10,2025,within,37,578.125,50.0
reader,cohort,sdssvep,10,2025,within,38,593.75,55.0
reader,cohort,sdssvep,10,2025,within,39,609.375,46.6667
reader,cohort,sdssvep,10,2025,within,40,625.0,50.0
reader,cohort,sdssvep,10,2025,within,41,640.625,51.6667
reader,cohort,sdssvep,10,2025,within,42,656.25,58.3333
reader,cohort,sdssvep,10,2025,within,43,671.875,55.0
reader,cohort,sdssvep,10,2025,within,44,687.5,63.3333
reader,cohort,sdssvep,10,2025,within,45,703.125,65.0
reader,cohort,sdssvep,10,2025,within,46,718.75,66.6667
reader,cohort,sdssvep,10,2025,within,47,734.375,71.6667
reader,cohort,sdssvep,10,2025,within,48,750.0,51.6667
reader,cohort,sdssvep,10,2025,within,49,765.625,55.0
reader,cohort,sdssvep,10,2025,within,50,781.25,70.0
reader,cohort,sdssvep,10,2025,within,51,796.875,71.6667
reader,cohort,sdssvep,10,2025,within,52,812.5,80.0
reader,cohort,sdssvep,10,2025,within,53,828.125,61.6667
reader,cohort,sdssvep,10,2025,within,54,843.75,58.3333
reader,cohort,sdssvep,10,2025,within,55,859.375,73.3333
reader,cohort,sdssvep,10,2025,within,56,875.0,70.0
reader,cohort,sdssvep,10,2025,within,57,890.625,65.0
reader,cohort,sdssvep,10,2025,within,58,906.25,83.3333
reader,cohort,sdssvep,10,2025,within,59,921.875,78.3333
reader,cohort,sdssvep,10,2025,within,60,937.5,75.0
reader,cohort,sdssvep,10,2025,within,61,953.125,75.0
reader,cohort,sdssvep,10,2025,within,62,968.75,48.3333
reader,cohort,sdssvep,10,2025,within,63,984.375,73.3333
reader,cohort,sdssvep,10,2025,within,64,1000.0,100.0
reader,cohort,sdssvep,10,2026,within,1,15.625,5.0
reader,cohort,sdssvep,10,2026,within,2,31.25,8.3333
reader,cohort,sdssvep,10,2026,within,3,46.875,10.0
reader,cohort,sdssvep,10,2026,within,4,62.5,8.3333
reader,cohort,sdssvep,10,2026,within,5,78.125,8.3333
reader,cohort,sdssvep,10,2026,within,6,93.75,6.6667
reader,cohort,sdssvep,10,2026,within,7,109.375,5.0
reader,cohort,sdssvep,10,2026,within,8,125.0,13.3333
reader,cohort,sdssvep,10,2026,within,9,140.625,11.6667
reader,cohort,sdssvep,10,2026,within,10,156.25,6.6667
reader,cohort,sdssvep,10,2026,within,11,171.875,13.3333
reader,cohort,sdssvep,10,2026,within,12,187.5,11.6667
reader,cohort,sdssvep,10,2026,within,13,203.125,15.0
reader,cohort,sdssvep,10,2026,within,14,218.75,8.3333
reader,cohort,sdssvep,10,2026,within,15,234.375,11.6667
reader,cohort,sdssvep,10,2026,within,16,250.0,5.0
reader,cohort,sdssvep,10,2026,within,17,265.625,15.0
reader,cohort,sdssvep,10,2026,within,18,281.25,11.6667
reader,cohort,sdssvep,10,2026,within,19,296.875,18.3333
reader,cohort,sdssvep,10,2026,within,20,312.5,10.0
reader,cohort,sdssvep,10,2026,within,21,328.125,16.6667
reader,cohort,sdssvep,10,2026,within,22,343.75,15.0
reader,cohort,sdssvep,10,2026,within,23,359.375,21.6667
reader,cohort,sdssvep,10,2026,within,24,375.0,20.0
reader,cohort,sdssvep,10,2026,within,25,390.625,23.3333
reader,cohort,sdssvep,10,2026,within,26,406.25,21.6667
reader,cohort,sdssvep,10,2026,within,27,421.875,18.3333
reader,cohort,sdssvep,10,2026,within,28,437.5,33.3333
reader,cohort,sdssvep,10,2026,within,29,453.125,25.0
reader,cohort,sdssvep,10,2026,within,30,468.75,26.6667
reader,cohort,sdssvep,10,2026,within,31,484.375,20.0
reader,cohort,sdssvep,10,2026,within,32,500.0,25.0
reader,cohort,sdssvep,10,2026,within,33,515.625,38.3333
reader,cohort,sdssvep,10,2026,within,34,531.25,43.3333
reader,cohort,sdssvep,10,2026,within,35,546.875,31.6667
reader,cohort,sdssvep,10,2026,within,36,562.5,41.6667
reader,cohort,sdssvep,10,2026,within,37,578.125,36.6667
reader,cohort,sdssvep,10,2026,within,38,593.75,46.6667
reader,cohort,sdssvep,10,2026,within,39,609.375,51.6667
reader,cohort,sdssvep,10,2026,within,40,625.0,43.3333
reader,cohort,sdssvep,10,2026,within,41,640.625,38.3333
reader,cohort,sdssvep,10,2026,within,42,656.25,48.3333
reader,cohort,sdssvep,10,2026,within,43,671.875,46.6667
reader,cohort,sdssvep,10,2026,within,44,687.5,48.3333
reader,cohort,sdssvep,10,2026,within,45,703.125,51.6667
reader,cohort,sdssvep,10,2026,within,46,718.75,60.0
reader,cohort,sdssvep,10,2026,within,47,734.375,63.3333
reader,cohort,sdssvep,10,2026,within,48,750.0,48.3333
reader,cohort,sdssvep,10,2026,within,49,765.625,48.3333
reader,cohort,sdssvep,10,2026,within,50,781.25,61.6667
reader,cohort,sdssvep,10,2026,within,51,796.875,55.0
reader,cohort,sdssvep,10,2026,within,52,812.5,61.6667
reader,cohort,sdssvep,10,2026,within,53,828.125,53.3333
reader,cohort,sdssvep,10,2026,within,54,843.75,60.0
reader,cohort,sdssvep,10,2026,within,55,859.375,56.6667
reader,cohort,sdssvep,10,2026,within,56,875.0,60.0
reader,cohort,sdssvep,10,2026,within,57,890.625,53.3333
reader,cohort,sdssvep,10,2026,within,58,906.25,75.0
reader,cohort,sdssvep,10,2026,within,59,921.875,80.0
reader,cohort,sdssvep,10,2026,within,60,937.5,75.0
reader,cohort,sdssvep,10,2026,within,61,953.125,48.3333
reader,cohort,sdssvep,10,2026,within,62,968.75,26.6667
reader,cohort,sdssvep,10,2026,within,63,984.375,66.6667
reader,cohort,sdssvep,10,2026,within,64,1000.0,98.3333
reader,cohort,sdssvep,10,2027,within,1,15.625,8.3333
reader,cohort,sdssvep,10,2027,within,2,31.25,5.0
reader,cohort,sdssvep,10,2027,within,3,46.875,5.0
reader,cohort,sdssvep,10,2027,within,4,62.5,10.0
reader,cohort,sdssvep,10,2027,within,5,78.125,11.6667
reader,cohort,sdssvep,10,2027,within,6,93.75,10.0
reader,cohort,sdssvep,10,2027,within,7,109.375,5.0
reader,cohort,sdssvep,10,2027,within,8,125.0,5.0
reader,cohort,sdssvep,10,2027,within,9,140.625,10.0
reader,cohort,sdssvep,10,2027,within,10,156.25,15.0
reader,cohort,sdssvep,10,2027,within,11,171.875,15.0
reader,cohort,sdssvep,10,2027,within,12,187.5,11.6667
reader,cohort,sdssvep,10,2027,within,13,203.125,13.3333
reader,cohort,sdssvep,10,2027,within,14,218.75,11.6667
reader,cohort,sdssvep,10,2027,within,15,234.375,13.3333
reader,cohort,sdssvep,10,2027,within,16,250.0,13.3333
reader,cohort,sdssvep,10,2027,within,17,265.625,18.3333
reader,cohort,sdssvep,10,2027,within,18,281.25,23.3333
reader,cohort,sdssvep,10,2027,within,19,296.875,16.6667
reader,cohort,sdssvep,10,2027,within,20,312.5,25.0
reader,cohort,sdssvep,10,2027,within,21,328.125,21.6667
reader,cohort,sdssvep,10,2027,within,22,343.75,21.6667
reader,cohort,sdssvep,10,2027,within,23,359.375,23.3333
reader,cohort,sdssvep,10,2027,within,24,375.0,30.0
reader,cohort,sdssvep,10,2027,within,25,390.625,30.0
reader,cohort,sdssvep,10,2027,within,26,406.25,30.0
reader,cohort,sdssvep,10,2027,within,27,421.875,35.0
reader,cohort,sdssvep,10,2027,within,28,437.5,38.3333
reader,cohort,sdssvep,10,2027,within,29,453.125,31.6667
reader,cohort,sdssvep,10,2027,within,30,468.75,40.0
reader,cohort,sdssvep,10,2027,within,31,484.375,40.0
reader,cohort,sdssvep,10,2027,within,32,500.0,45.0
reader,cohort,sdssvep,10,2027,within,33,515.625,50.0
reader,cohort,sdssvep,10,2027,within,34,531.25,46.6667
reader,cohort,sdssvep,10,2027,within,35,546.875,36.6667
reader,cohort,sdssvep,10,2027,within,36,562.5,50.0
reader,cohort,sdssvep,10,2027,within,37,578.125,50.0
reader,cohort,sdssvep,10,2027,within,38,593.75,51.6667
reader,cohort,sdssvep,10,2027,within,39,609.375,51.6667
reader,cohort,sdssvep,10,2027,within,40,625.0,55.0
reader,cohort,sdssvep,10,2027,within,41,640.625,48.3333
reader,cohort,sdssvep,10,2027,within,42,656.25,63.3333
reader,cohort,sdssvep,10,2027,within,43,671.875,56.6667
reader,cohort,sdssvep,10,2027,within,44,687.5,63.3333
reader,cohort,sdssvep,10,2027,within,45,703.125,58.3333
reader,cohort,sdssvep,10,2027,within,46,718.75,61.6667
reader,cohort,sdssvep,10,2027,within,47,734.375,61.6667
reader,cohort,sdssvep,10,2027,within,48,750.0,56.6667
reader,cohort,sdssvep,10,2027,within,49,765.625,55.0
reader,cohort,sdssvep,10,2027,within,50,781.25,60.0
reader,cohort,sdssvep,10,2027,within,51,796.875,63.3333
reader,cohort,sdssvep,10,2027,within,52,812.5,65.0
reader,cohort,sdssvep,10,2027,within,53,828.125,66.6667
reader,cohort,sdssvep,10,2027,within,54,843.75,63.3333
reader,cohort,sdssvep,10,2027,within,55,859.375,78.3333
reader,cohort,sdssvep,10,2027,within,56,875.0,70.0
reader,cohort,sdssvep,10,2027,within,57,890.625,50.0
reader,cohort,sdssvep,10,2027,within,58,906.25,80.0
reader,cohort,sdssvep,10,2027,within,59,921.875,90.0
reader,cohort,sdssvep,10,2027,within,60,937.5,73.3333
reader,cohort,sdssvep,10,2027,within,61,953.125,61.6667
reader,cohort,sdssvep,10,2027,within,62,968.75,33.3333
reader,cohort,sdssvep,10,2027,within,63,984.375,76.6667
reader,cohort,sdssvep,10,2027,within,64,1000.0,100.0
reader,cohort,sdssvep,1,2025,within,1,15.625,5.0
reader,cohort,sdssvep,1,2025,within,2,31.25,8.3333
reader,cohort,sdssvep,1,2025,within,3,46.875,21.6667
reader,cohort,sdssvep,1,2025,within,4,62.5,15.0
reader,cohort,sdssvep,1,2025,within,5,78.125,8.3333
reader,cohort,sdssvep,1,2025,within,6,93.75,15.0
reader,cohort,sdssvep,1,2025,within,7,109.375,20.0
reader,cohort,sdssvep,1,2025,within,8,125.0,25.0
reader,cohort,sdssvep,1,2025,within,9,140.625,35.0
reader,cohort,sdssvep,1,2025,within,10,156.25,41.6667
reader,cohort,sdssvep,1,2025,within,11,171.875,43.3333
reader,cohort,sdssvep,1,2025,within,12,187.5,41.6667
reader,cohort,sdssvep,1,2025,within,13,203.125,55.0
reader,cohort,sdssvep,1,2025,within,14,218.75,46.6667
reader,cohort,sdssvep,1,2025,within,15,234.375,48.3333
reader,cohort,sdssvep,1,2025,within,16,250.0,58.3333
reader,cohort,sdssvep,1,2025,within,17,265.625,45.0
reader,cohort,sdssvep,1,2025,within,18,281.25,56.6667
reader,cohort,sdssvep,1,2025,within,19,296.875,61.6667
reader,cohort,sdssvep,1,2025,within,20,312.5,55.0
reader,cohort,sdssvep,1,2025,within,21,328.125,56.6667
reader,cohort,sdssvep,1,2025,within,22,343.75,61.6667
reader,cohort,sdssvep,1,2025,within,23,359.375,60.0
reader,cohort,sdssvep,1,2025,within,24,375.0,63.3333
reader,cohort,sdssvep,1,2025,within,25,390.625,63.3333
reader,cohort,sdssvep,1,2025,within,26,406.25,60.0
reader,cohort,sdssvep,1,2025,within,27,421.875,56.6667
reader,cohort,sdssvep,1,2025,within,28,437.5,60.0
reader,cohort,sdssvep,1,2025,within,29,453.125,68.3333
reader,cohort,sdssvep,1,2025,within,30,468.75,68.3333
reader,cohort,sdssvep,1,2025,within,31,484.375,71.6667
reader,cohort,sdssvep,1,2025,within,32,500.0,70.0
reader,cohort,sdssvep,1,2025,within,33,515.625,68.3333
reader,cohort,sdssvep,1,2025,within,34,531.25,65.0
reader,cohort,sdssvep,1,2025,within,35,546.875,68.3333
reader,cohort,sdssvep,1,2025,within,36,562.5,70.0
reader,cohort,sdssvep,1,2025,within,37,578.125,75.0
reader,cohort,sdssvep,1,2025,within,38,593.75,73.3333
reader,cohort,sdssvep,1,2025,within,39,609.375,73.3333
reader,cohort,sdssvep,1,2025,within,40,625.0,73.3333
reader,cohort,sdssvep,1,2025,within,41,640.625,70.0
reader,cohort,sdssvep,1,2025,within,42,656.25,70.0
reader,cohort,sdssvep,1,2025,within,43,671.875,75.0
reader,cohort,sdssvep,1,2025,within,44,687.5,78.3333
reader,cohort,sdssvep,1,2025,within,45,703.125,70.0
reader,cohort,sdssvep,1,2025,within,46,718.75,78.3333
reader,cohort,sdssvep,1,2025,within,47,734.375,73.3333
reader,cohort,sdssvep,1,2025,within,48,750.0,80.0
reader,cohort,sdssvep,1,2025,within,49,765.625,68.3333
reader,cohort,sdssvep,1,2025,within,50,781.25,78.3333
reader,cohort,sdssvep,1,2025,within,51,796.875,83.3333
reader,cohort,sdssvep,1,2025,within,52,812.5,78.3333
reader,cohort,sdssvep,1,2025,within,53,828.125,81.6667
reader,cohort,sdssvep,1,2025,within,54,843.75,80.0
reader,cohort,sdssvep,1,2025,within,55,859.375,71.6667
reader,cohort,sdssvep,1,2025,within,56,875.0,78.3333
reader,cohort,sdssvep,1,2025,within,57,890.625,81.6667
reader,cohort,sdssvep,1,2025,within,58,906.25,85.0
reader,cohort,sdssvep,1,2025,within,59,921.875,80.0
reader,cohort,sdssvep,1,2025,within,60,937.5,70.0
reader,cohort,sdssvep,1,2025,within,61,953.125,83.3333
reader,cohort,sdssvep,1,2025,within,62,968.75,75.0
reader,cohort,sdssvep,1,2025,within,63,984.375,75.0
reader,cohort,sdssvep,1,2025,within,64,1000.0,100.0
reader,cohort,sdssvep,1,2026,within,1,15.625,10.0
reader,cohort,sdssvep,1,2026,within,2,31.25,6.6667
reader,cohort,sdssvep,1,2026,within,3,46.875,8.3333
reader,cohort,sdssvep,1,2026,within,4,62.5,11.6667
reader,cohort,sdssvep,1,2026,within,5,78.125,13.3333
reader,cohort,sdssvep,1,2026,within,6,93.75,18.3333
reader,cohort,sdssvep,1,2026,within,7,109.375,26.6667
reader,cohort,sdssvep,1,2026,within,8,125.0,28.3333
reader,cohort,sdssvep,1,2026,within,9,140.625,33.3333
reader,cohort,sdssvep,1,2026,within,10,156.25,40.0
reader,cohort,sdssvep,1,2026,within,11,171.875,40.0
